ID,Review,Aspects,Sentiment
3003,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.","food, staff, miscellaneous","negative, neutral, negative"
3004,"The waitstaff chatted at the bar amongst themselves and completely ignored us for the entire meal-- which took some work, as the place is small enough with the garden closed!","staff, place","negative, neutral"
3005,The noise level is equivalent to a sports bar.,"ambience, place","negative, neutral"
3006,I am hoping the stale service was a one shot deal because it was deplorable for what we paid for dinner!,"service, food","negative, neutral"
3007,"There are a few chefs who aren't very enthusiastic and not very theatrical, but the end product is always great food.","staff, food","negative, positive"
3008,The crust was a crispy tan dream come true with those little blackened air bubbles and chewy center.,"food, ambience","positive, neutral"
3009,"The waitress, host, and bus staff were sitting around at the bar while the patrons were all complaining about the service.","staff, place, food, service","negative, neutral, neutral, negative"
3010,"The menu options were not appealing, we had to beg the waiter to ask the chef if we could have just a plain dinner salad to start as their salad choices were not appetizing.","menu, staff, food","negative, neutral, negative"
3011,"My only complaint is that the place is over crowded on weekends, but that's the price you pay for having such great food.","price, food","neutral, positive"
3012,"The Food In a health-conscious century, it's as likely to be the pub grub as it is the booze that does you in.","food, place","positive, neutral"
3013,But the food here is excellant and there are just too many appetizers (in the traditional custom of Korean restaurants) to sample.,"food, miscellaneous","positive, neutral"
3014,"The smell near the bar is unbearable, the food is so so, nothing out of the norm, just very plan.","place, food","neutral, negative"
3015,This happened while many diners were enjoying their meal and it was rudes.,"price, food","neutral, positive"
3016,The food and wine selection is superb and the chef brings it all together each and every time.,"food, staff","positive, neutral"
3017,"But even on New Years, when they were busy, the owners took the time out to visit our table frequently, even pouring us drinks herself from her own creations.","staff, food","positive, neutral"
3018,However the manager came over and aplogized and all drinks were on him.,"staff, food","positive, neutral"
3019,The service is excellent and always informative without an air.,"service, ambience","positive, neutral"
3020,"The service was horrendous, not only did the waiter take an hour to remember we ordered drinks, we were rushed to eat and get out so they could seat the next party.","service, staff, food","negative, negative, neutral"
3021,"A friendly staff works the room, delivering favorites like crisp, crackling spring rolls and shredded pork rolls wrapped in rice paper.","staff, place, food","positive, neutral, positive"
3022,"They gave us desert menus but never came back for a desert order, instead we had to ask for the check and a bus boy retreived it for us.","menu, food, price","neutral, negative, neutral"
3023,"The hostess did offer free drinks to my party due to the wait, but we were more interested in eating after said long wait.","staff, food","positive, neutral"
3024,"The french fries are soggy, the service is so/so and while it looks like a cute little homestyle cafe you'd find in SF, the food is below average.","service, food","neutral, negative"
3025,I had to wait 1hr since I got there around 8pm but you could have a few drinks by the bar since the ambiance is very loungy/ club like.,"food, place, ambience","neutral, neutral, negative"
3026,The portions were so big that after a cocktail drink we had no room left for desert.,"miscellaneous, food","positive, neutral"
3027,We sat way before 2 other tables ahead of us that rec'd their appetizers before us; the waiter neglected to apologize.,"food, staff","neutral, negative"
3028,I also watched several other frustrated customers getting the wrong orders or trying to catch the waiter's attention (he was posing at the soda fountain).,"staff, food","negative, neutral"
3029,"Our waiter ask us what kind of soufle we wanted and told us to get 2, making us believe that it was part of the pre-fixe, nope soufles are seperate and we were so full from dinner we could barely finish one.","staff, miscellaneous, food","negative, neutral, neutral"
3030,The manager then comes over to the table and asks us to leave - to help him out because there were people waiting!,"staff, service","negative, neutral"
3031,"The atmosphere was embracing and enticing and the costs of the meal, $45 to $55 in value.","ambience, price","positive, neutral"
3032,"After our initial order, the waitress wasn't very attentive (we had to wait 15 minutes at a time to get her attention to refill drinks, order desert, etc).","staff, food","negative, neutral"
